prompt_id,diabetes_type,diabetes_label,icd_code,icd_description,complication,complication_phrase,surface_form_index,target_atc_code,target_atc_name,target_atc_l2,template_variant,split,prompt
p0186,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,6,test,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.22, complicated by diabetic chronic kidney disease. The ATC class typically prescribed is"
p0187,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E11.22 Type 2 diabetes mellitus; complications: diabetic chronic kidney disease. Recommended ATC class:
p0188,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 2 diabetes mellitus (E11.22) with diabetic chronic kidney disease: the most appropriate ATC group is
p0189,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.22) and diabetic chronic kidney disease requires therapy. The ATC drug class is
p0190,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.22); diabetic chronic kidney disease. Drug therapy (ATC) selected:
p0191,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,11,train,"Type 2 diabetes mellitus (code E11.22), complicated by diabetic chronic kidney disease. The standard ATC pharmacologic group is"
p0192,type2,Type 2 diabetes mellitus,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,kidney,diabetic chronic kidney disease,4,A10BA02,metformin,DRUGS USED IN DIABETES,12,test,Coding audit — patient labelled E11.22 (Type 2 diabetes mellitus); current state: diabetic chronic kidney disease. The ATC drug recommended is
p0193,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,test,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.42) presents with neurological complications. The recommended ATC drug is
p0194,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,test,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.42, with neurological complications. A plausible ATC medication class is"
p0195,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,train,"For a patient with Type 1 diabetes mellitus (E10.42) and neurological complications, the ATC drug category most relevant to diabetes treatment is"
p0196,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,test,Medical coding context: diagnosis E10.42 means Type 1 diabetes mellitus with diabetic polyneuropathy. The patient has neurological complications. The recommended ATC drug is
p0197,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 1 diabetes mellitus patient (code E10.42) was admitted with neurological complications. First-line ATC drug:
p0198,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,test,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.42, complicated by neurological complications. The ATC class typically prescribed is"
p0199,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,test,EHR snippet — DX: E10.42 Type 1 diabetes mellitus; complications: neurological complications. Recommended ATC class:
p0200,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.42) with neurological complications: the most appropriate ATC group is
p0201,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.42) and neurological complications requires therapy. The ATC drug class is
p0202,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.42); neurological complications. Drug therapy (ATC) selected:
p0203,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,train,"Type 1 diabetes mellitus (code E10.42), complicated by neurological complications. The standard ATC pharmacologic group is"
p0204,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E10.42 (Type 1 diabetes mellitus); current state: neurological complications. The ATC drug recommended is
p0205,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.42) presents with diabetic neuropathy. The recommended ATC drug is
p0206,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,train,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.42, with diabetic neuropathy. A plausible ATC medication class is"
p0207,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,test,"For a patient with Type 1 diabetes mellitus (E10.42) and diabetic neuropathy, the ATC drug category most relevant to diabetes treatment is"
p0208,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.42 means Type 1 diabetes mellitus with diabetic polyneuropathy. The patient has diabetic neuropathy. The recommended ATC drug is
p0209,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 1 diabetes mellitus patient (code E10.42) was admitted with diabetic neuropathy. First-line ATC drug:
p0210,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.42, complicated by diabetic neuropathy. The ATC class typically prescribed is"
p0211,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E10.42 Type 1 diabetes mellitus; complications: diabetic neuropathy. Recommended ATC class:
p0212,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.42) with diabetic neuropathy: the most appropriate ATC group is
p0213,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.42) and diabetic neuropathy requires therapy. The ATC drug class is
p0214,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.42); diabetic neuropathy. Drug therapy (ATC) selected:
p0215,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,train,"Type 1 diabetes mellitus (code E10.42), complicated by diabetic neuropathy. The standard ATC pharmacologic group is"
p0216,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E10.42 (Type 1 diabetes mellitus); current state: diabetic neuropathy. The ATC drug recommended is
p0217,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.42) presents with diabetic polyneuropathy. The recommended ATC drug is
p0218,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,test,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.42, with diabetic polyneuropathy. A plausible ATC medication class is"
p0219,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,train,"For a patient with Type 1 diabetes mellitus (E10.42) and diabetic polyneuropathy, the ATC drug category most relevant to diabetes treatment is"
p0220,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E10.42 means Type 1 diabetes mellitus with diabetic polyneuropathy. The patient has diabetic polyneuropathy. The recommended ATC drug is
p0221,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,test,Discharge summary: a Type 1 diabetes mellitus patient (code E10.42) was admitted with diabetic polyneuropathy. First-line ATC drug:
p0222,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.42, complicated by diabetic polyneuropathy. The ATC class typically prescribed is"
p0223,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E10.42 Type 1 diabetes mellitus; complications: diabetic polyneuropathy. Recommended ATC class:
p0224,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.42) with diabetic polyneuropathy: the most appropriate ATC group is
p0225,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.42) and diabetic polyneuropathy requires therapy. The ATC drug class is
p0226,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.42); diabetic polyneuropathy. Drug therapy (ATC) selected:
p0227,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,train,"Type 1 diabetes mellitus (code E10.42), complicated by diabetic polyneuropathy. The standard ATC pharmacologic group is"
p0228,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,test,Coding audit — patient labelled E10.42 (Type 1 diabetes mellitus); current state: diabetic polyneuropathy. The ATC drug recommended is
p0229,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 1 diabetes mellitus (ICD-10: E10.42) presents with peripheral nerve involvement. The recommended ATC drug is
p0230,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,2,train,"Clinical note: Type 1 diabetes mellitus using ICD-10 code E10.42, with peripheral nerve involvement. A plausible ATC medication class is"
p0231,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,3,train,"For a patient with Type 1 diabetes mellitus (E10.42) and peripheral nerve involvement, the ATC drug category most relevant to diabetes treatment is"
p0232,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,4,test,Medical coding context: diagnosis E10.42 means Type 1 diabetes mellitus with diabetic polyneuropathy. The patient has peripheral nerve involvement. The recommended ATC drug is
p0233,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 1 diabetes mellitus patient (code E10.42) was admitted with peripheral nerve involvement. First-line ATC drug:
p0234,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 1 diabetes mellitus, ICD E10.42, complicated by peripheral nerve involvement. The ATC class typically prescribed is"
p0235,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E10.42 Type 1 diabetes mellitus; complications: peripheral nerve involvement. Recommended ATC class:
p0236,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 1 diabetes mellitus (E10.42) with peripheral nerve involvement: the most appropriate ATC group is
p0237,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 1 diabetes mellitus (ICD-10 E10.42) and peripheral nerve involvement requires therapy. The ATC drug class is
p0238,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 1 diabetes mellitus (E10.42); peripheral nerve involvement. Drug therapy (ATC) selected:
p0239,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,11,train,"Type 1 diabetes mellitus (code E10.42), complicated by peripheral nerve involvement. The standard ATC pharmacologic group is"
p0240,type1,Type 1 diabetes mellitus,E10.42,Type 1 diabetes mellitus with diabetic polyneuropathy,neurological,peripheral nerve involvement,4,A10AB01,insulin (human),DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E10.42 (Type 1 diabetes mellitus); current state: peripheral nerve involvement. The ATC drug recommended is
p0241,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.42) presents with neurological complications. The recommended ATC drug is
p0242,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.42, with neurological complications. A plausible ATC medication class is"
p0243,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.42) and neurological complications, the ATC drug category most relevant to diabetes treatment is"
p0244,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E11.42 means Type 2 diabetes mellitus with diabetic polyneuropathy. The patient has neurological complications. The recommended ATC drug is
p0245,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,5,test,Discharge summary: a Type 2 diabetes mellitus patient (code E11.42) was admitted with neurological complications. First-line ATC drug:
p0246,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.42, complicated by neurological complications. The ATC class typically prescribed is"
p0247,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E11.42 Type 2 diabetes mellitus; complications: neurological complications. Recommended ATC class:
p0248,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,8,train,Pharmacy review for Type 2 diabetes mellitus (E11.42) with neurological complications: the most appropriate ATC group is
p0249,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.42) and neurological complications requires therapy. The ATC drug class is
p0250,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.42); neurological complications. Drug therapy (ATC) selected:
p0251,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,11,test,"Type 2 diabetes mellitus (code E11.42), complicated by neurological complications. The standard ATC pharmacologic group is"
p0252,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,neurological complications,1,A10BA02,metformin,DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E11.42 (Type 2 diabetes mellitus); current state: neurological complications. The ATC drug recommended is
p0253,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.42) presents with diabetic neuropathy. The recommended ATC drug is
p0254,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,2,train,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.42, with diabetic neuropathy. A plausible ATC medication class is"
p0255,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.42) and diabetic neuropathy, the ATC drug category most relevant to diabetes treatment is"
p0256,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E11.42 means Type 2 diabetes mellitus with diabetic polyneuropathy. The patient has diabetic neuropathy. The recommended ATC drug is
p0257,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 2 diabetes mellitus patient (code E11.42) was admitted with diabetic neuropathy. First-line ATC drug:
p0258,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,6,train,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.42, complicated by diabetic neuropathy. The ATC class typically prescribed is"
p0259,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E11.42 Type 2 diabetes mellitus; complications: diabetic neuropathy. Recommended ATC class:
p0260,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,8,test,Pharmacy review for Type 2 diabetes mellitus (E11.42) with diabetic neuropathy: the most appropriate ATC group is
p0261,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.42) and diabetic neuropathy requires therapy. The ATC drug class is
p0262,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.42); diabetic neuropathy. Drug therapy (ATC) selected:
p0263,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,11,train,"Type 2 diabetes mellitus (code E11.42), complicated by diabetic neuropathy. The standard ATC pharmacologic group is"
p0264,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic neuropathy,2,A10BA02,metformin,DRUGS USED IN DIABETES,12,train,Coding audit — patient labelled E11.42 (Type 2 diabetes mellitus); current state: diabetic neuropathy. The ATC drug recommended is
p0265,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,1,train,A patient diagnosed with Type 2 diabetes mellitus (ICD-10: E11.42) presents with diabetic polyneuropathy. The recommended ATC drug is
p0266,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,2,test,"Clinical note: Type 2 diabetes mellitus using ICD-10 code E11.42, with diabetic polyneuropathy. A plausible ATC medication class is"
p0267,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,3,train,"For a patient with Type 2 diabetes mellitus (E11.42) and diabetic polyneuropathy, the ATC drug category most relevant to diabetes treatment is"
p0268,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,4,train,Medical coding context: diagnosis E11.42 means Type 2 diabetes mellitus with diabetic polyneuropathy. The patient has diabetic polyneuropathy. The recommended ATC drug is
p0269,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,5,train,Discharge summary: a Type 2 diabetes mellitus patient (code E11.42) was admitted with diabetic polyneuropathy. First-line ATC drug:
p0270,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,6,test,"Endocrinology consultation: the patient carries the diagnosis Type 2 diabetes mellitus, ICD E11.42, complicated by diabetic polyneuropathy. The ATC class typically prescribed is"
p0271,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,7,train,EHR snippet — DX: E11.42 Type 2 diabetes mellitus; complications: diabetic polyneuropathy. Recommended ATC class:
p0272,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,8,test,Pharmacy review for Type 2 diabetes mellitus (E11.42) with diabetic polyneuropathy: the most appropriate ATC group is
p0273,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,9,train,Case vignette: a middle-aged patient with Type 2 diabetes mellitus (ICD-10 E11.42) and diabetic polyneuropathy requires therapy. The ATC drug class is
p0274,type2,Type 2 diabetes mellitus,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,neurological,diabetic polyneuropathy,3,A10BA02,metformin,DRUGS USED IN DIABETES,10,train,Outpatient note. Problem list: Type 2 diabetes mellitus (E11.42); diabetic polyneuropathy. Drug therapy (ATC) selected:
